Workload,FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
File,ext3,2048,128,2,noatime,ordered,none,cfq,sata,438.67
File,ext3,1024,128,4,noatime,none,none,noop,sata,438.67
File,ext3,2048,2048,4,noatime,journal,none,deadline,500sas,438.67
File,ext3,2048,2048,4,noatime,none,none,noop,sata,439.12
File,ext3,1024,128,none,none,ordered,none,cfq,sata,439.25
File,ext3,4096,128,8,noatime,none,none,noop,sata,439.33
File,ext3,1024,1024,4,noatime,ordered,none,noop,500sas,439.33
File,ext3,2048,1024,2,noatime,journal,none,noop,500sas,439.67
File,ext3,4096,256,8,noatime,none,none,deadline,sata,439.67
File,ext2,2048,1024,4,noatime,none,none,noop,sata,439.75
File,ext3,1024,256,8,none,none,none,cfq,sata,440.0
File,ext3,2048,none,4,noatime,none,none,noop,sata,440.0
File,ext3,2048,256,8,noatime,none,none,noop,sata,440.33
File,ext3,2048,256,8,noatime,ordered,none,noop,sata,440.33
File,ext3,1024,1024,8,noatime,journal,none,deadline,500sas,440.33
File,ext3,2048,128,4,noatime,ordered,none,deadline,sata,440.67
File,ext3,4096,4096,32,none,ordered,none,noop,sata,440.67
File,ext3,4096,256,4,noatime,none,none,cfq,sata,440.67
File,ext3,2048,1024,8,none,none,none,cfq,sata,441.0
File,ext3,2048,256,none,none,ordered,none,deadline,sata,441.33
File,ext3,2048,none,4,none,ordered,none,deadline,sata,441.33
File,ext3,2048,none,8,noatime,ordered,none,deadline,sata,441.33
File,ext3,4096,256,4,noatime,none,none,deadline,sata,441.33
File,ext3,2048,2048,4,noatime,journal,none,cfq,500sas,441.67
File,ext3,2048,256,8,noatime,none,none,deadline,sata,441.67
File,ext3,1024,none,none,noatime,none,none,cfq,sata,441.75
File,ext3,1024,128,4,none,journal,none,noop,500sas,441.75
File,ext3,4096,512,4,none,none,none,cfq,sata,442.0
File,ext3,1024,128,none,noatime,none,none,cfq,sata,442.0
File,ext3,1024,512,2,noatime,ordered,none,cfq,500sas,442.0
File,ext3,1024,256,none,none,none,none,deadline,sata,442.12
File,ext3,1024,128,4,noatime,journal,none,cfq,500sas,442.25
File,ext3,1024,none,none,noatime,ordered,none,noop,sata,442.25
File,ext3,2048,1024,4,noatime,writeback,none,deadline,sata,442.25
File,ext3,2048,2048,4,noatime,journal,none,noop,500sas,442.33
File,ext3,2048,256,8,noatime,ordered,none,deadline,sata,442.33
File,ext3,2048,1024,16,noatime,none,none,deadline,sata,442.67
File,ext3,2048,2048,8,none,none,none,noop,sata,442.67
File,ext3,4096,256,8,noatime,ordered,none,noop,sata,442.67
File,ext3,2048,none,none,none,ordered,none,deadline,sata,442.67
File,ext3,2048,2048,4,none,ordered,none,noop,sata,443.0
File,ext3,2048,256,8,none,none,none,deadline,sata,443.0
File,ext3,4096,none,8,none,ordered,none,noop,sata,443.33
File,ext3,1024,1024,none,noatime,journal,none,cfq,500sas,443.33
File,ext3,1024,none,none,none,ordered,none,cfq,sata,443.5
File,ext3,1024,1024,2,none,none,none,deadline,500sas,443.67
File,ext3,1024,512,4,noatime,ordered,none,deadline,500sas,443.67
File,ext3,1024,256,4,noatime,journal,none,noop,500sas,443.67
File,ext3,1024,128,2,noatime,ordered,none,noop,500sas,444.0
File,ext3,2048,128,8,none,ordered,none,deadline,sata,444.0
File,ext3,1024,512,4,none,none,none,deadline,500sas,444.0
File,ext3,4096,512,4,none,none,none,noop,sata,444.67
File,ext3,2048,128,2,none,ordered,none,cfq,sata,444.67
File,ext3,2048,256,none,noatime,ordered,none,noop,sata,445.0
File,ext3,4096,4096,none,noatime,none,none,noop,sata,445.33
File,ext3,2048,1024,2,noatime,journal,none,cfq,500sas,445.33
File,ext3,4096,none,8,none,none,none,deadline,sata,445.33
File,ext3,2048,1024,8,noatime,journal,none,deadline,500sas,445.38
File,ext3,4096,2048,16,none,none,none,noop,sata,445.5
File,ext3,2048,1024,4,none,writeback,none,noop,sata,445.5
File,ext3,4096,512,8,none,none,none,cfq,sata,445.67
File,ext3,2048,256,none,noatime,ordered,none,deadline,sata,445.67
File,ext3,2048,256,16,none,ordered,none,deadline,sata,445.67
File,ext3,4096,none,8,noatime,none,none,deadline,sata,446.0
File,ext3,1024,1024,8,none,journal,none,noop,500sas,446.0
File,ext3,2048,256,16,noatime,none,none,deadline,sata,446.0
File,ext3,2048,none,none,none,none,none,noop,sata,446.0
File,ext3,2048,512,8,none,none,none,deadline,sata,446.33
File,ext3,2048,2048,none,none,ordered,none,noop,sata,446.33
File,ext3,4096,128,8,none,none,none,noop,sata,446.33
File,ext3,2048,2048,8,none,none,none,cfq,sata,446.33
File,ext3,4096,none,8,noatime,none,none,cfq,sata,446.33
File,ext3,1024,256,8,none,ordered,none,deadline,sata,446.38
File,ext3,2048,2048,16,noatime,none,none,noop,sata,446.67
File,ext3,2048,2048,16,none,none,none,deadline,sata,446.67
File,ext3,2048,none,8,noatime,none,none,deadline,sata,446.67
File,ext3,1024,512,8,none,none,none,cfq,sata,447.0
File,ext3,1024,1024,2,none,none,none,cfq,500sas,447.0
File,ext3,1024,256,2,noatime,ordered,none,deadline,500sas,447.0
File,ext3,2048,none,16,noatime,none,none,noop,sata,447.33
File,ext3,2048,512,8,none,ordered,none,deadline,sata,447.33
File,ext3,2048,none,16,noatime,none,none,deadline,sata,447.33
File,ext3,2048,512,4,noatime,ordered,none,noop,sata,447.33
File,ext3,1024,128,8,none,ordered,none,cfq,sata,447.33
File,ext3,1024,128,none,noatime,ordered,none,cfq,sata,447.5
File,ext3,4096,128,8,noatime,ordered,none,cfq,sata,447.67
File,ext3,1024,1024,8,noatime,journal,none,noop,500sas,447.67
File,ext2,2048,256,2,noatime,none,none,noop,sata,447.67
File,ext3,2048,128,none,none,none,none,noop,sata,448.33
File,ext3,2048,256,2,none,ordered,none,noop,sata,448.33
File,ext3,4096,2048,16,noatime,ordered,none,deadline,sata,448.33
File,ext3,1024,128,2,none,none,none,deadline,500sas,448.5
File,ext3,2048,128,none,noatime,none,none,deadline,sata,448.67
File,ext3,4096,512,4,none,ordered,none,cfq,sata,448.67
File,ext3,2048,256,16,noatime,ordered,none,noop,sata,448.67
File,ext3,1024,1024,none,none,none,none,noop,500sas,448.67
File,ext3,2048,none,16,noatime,ordered,none,noop,sata,448.67
File,ext2,2048,1024,8,noatime,none,none,noop,sata,448.75
File,ext3,1024,128,none,none,none,none,cfq,sata,448.75
File,ext3,1024,256,2,none,ordered,none,deadline,500sas,449.0
File,ext3,2048,1024,16,noatime,none,none,cfq,sata,449.0
File,ext3,4096,1024,32,noatime,ordered,none,cfq,sata,449.33
File,ext3,1024,none,2,noatime,ordered,none,noop,500sas,449.5
File,ext3,2048,512,2,none,journal,none,noop,500sas,449.67
File,ext3,2048,256,16,none,ordered,none,noop,sata,449.67
File,ext3,2048,none,8,none,none,none,deadline,sata,449.67
File,ext3,2048,2048,8,noatime,none,none,cfq,sata,449.67
File,ext3,2048,512,4,noatime,none,none,noop,sata,450.0
File,ext3,1024,256,4,none,journal,none,noop,500sas,450.62
File,ext3,4096,2048,16,noatime,none,none,noop,sata,450.67
File,ext3,1024,512,4,noatime,writeback,none,deadline,sata,450.88
File,ext3,4096,2048,16,none,ordered,none,deadline,sata,451.0
File,ext3,2048,none,2,none,journal,none,noop,500sas,451.0
File,ext3,1024,1024,4,none,none,none,deadline,500sas,451.0
File,ext3,2048,512,8,noatime,none,none,deadline,sata,451.33
File,ext3,4096,256,8,none,ordered,none,noop,sata,451.33
File,ext3,1024,512,none,noatime,journal,none,noop,500sas,451.33
File,ext3,2048,128,16,noatime,ordered,none,noop,sata,451.33
File,ext3,2048,512,16,none,journal,none,cfq,500sas,451.33
File,ext3,4096,4096,none,none,none,none,noop,sata,451.33
File,ext3,1024,1024,4,none,ordered,none,noop,500sas,451.33
File,ext3,2048,none,2,none,journal,none,cfq,500sas,451.67
File,ext3,2048,2048,16,noatime,ordered,none,noop,sata,451.67
File,ext3,1024,512,4,none,journal,none,cfq,500sas,451.67
File,ext3,4096,256,8,noatime,ordered,none,cfq,sata,451.67
File,ext3,4096,none,4,noatime,none,none,cfq,sata,451.67
File,ext3,1024,none,2,noatime,ordered,none,deadline,500sas,451.75
File,ext3,1024,128,2,none,none,none,noop,500sas,452.0
File,ext3,1024,none,8,noatime,none,none,cfq,sata,452.25
File,ext3,4096,4096,none,noatime,ordered,none,deadline,sata,452.33
File,ext3,2048,2048,4,none,none,none,cfq,sata,452.33
File,ext3,1024,512,4,noatime,writeback,none,noop,sata,452.33
File,ext3,1024,none,8,noatime,none,none,deadline,sata,452.33
File,ext3,4096,512,16,none,ordered,none,cfq,sata,452.33
File,ext3,4096,none,8,noatime,ordered,none,cfq,sata,452.33
File,ext3,1024,256,none,none,none,none,cfq,sata,452.38
File,ext3,1024,1024,none,none,journal,none,noop,500sas,452.67
File,ext3,4096,none,16,none,none,none,cfq,sata,453.0
File,ext3,2048,2048,none,noatime,ordered,none,cfq,sata,453.0
File,ext3,4096,2048,16,none,none,none,deadline,sata,453.0
File,ext3,2048,1024,2,none,journal,none,cfq,500sas,453.0
File,ext3,2048,128,none,noatime,ordered,none,deadline,sata,453.0
File,ext3,2048,2048,16,none,ordered,none,deadline,sata,453.0
File,ext3,1024,none,8,none,ordered,none,deadline,sata,453.1
File,ext3,2048,none,16,none,ordered,none,noop,sata,453.33
File,ext3,1024,1024,none,none,journal,none,cfq,500sas,453.33
File,ext3,2048,2048,4,noatime,ordered,none,noop,sata,453.33
File,ext3,1024,none,2,none,ordered,none,deadline,500sas,453.5
File,ext3,1024,128,8,noatime,ordered,none,noop,sata,453.56
File,ext3,2048,none,none,noatime,none,none,noop,sata,453.67
File,ext3,2048,256,none,none,ordered,none,noop,sata,454.0
File,ext3,2048,128,none,none,ordered,none,deadline,sata,454.0
File,ext3,2048,none,16,noatime,none,none,cfq,sata,454.0
File,ext3,4096,none,4,none,none,none,cfq,sata,454.0
File,ext3,2048,512,none,noatime,none,none,deadline,sata,454.67
File,ext3,2048,256,none,none,none,none,noop,sata,454.67
File,ext3,4096,4096,32,noatime,ordered,none,noop,sata,454.67
File,ext3,1024,1024,2,noatime,none,none,cfq,500sas,454.67
File,ext3,2048,128,16,none,none,none,noop,sata,454.67
File,ext3,2048,128,2,none,writeback,none,noop,sata,454.67
File,ext3,2048,2048,2,noatime,writeback,none,noop,sata,454.75
File,ext3,1024,none,8,none,journal,none,cfq,500sas,454.89
File,ext3,2048,256,16,none,none,none,deadline,sata,455.0
File,ext3,1024,512,4,none,none,none,noop,500sas,455.0
File,ext3,2048,none,8,none,ordered,none,deadline,sata,455.0
File,ext3,2048,2048,4,none,none,none,noop,sata,455.0
File,ext3,2048,128,16,none,ordered,none,noop,sata,455.33
File,ext3,2048,128,16,none,ordered,none,deadline,sata,455.33
File,ext3,2048,256,2,noatime,journal,none,deadline,500sas,455.67
File,ext3,2048,512,8,none,none,none,noop,sata,456.0
File,ext3,2048,512,8,noatime,ordered,none,noop,sata,456.33
File,ext3,4096,128,16,noatime,none,none,cfq,sata,456.33
File,ext3,4096,none,16,none,ordered,none,cfq,sata,456.33
File,ext3,2048,256,8,none,ordered,none,cfq,sata,456.67
File,ext3,2048,256,none,none,none,none,deadline,sata,456.67
File,ext3,2048,128,16,none,none,none,deadline,sata,456.67
File,ext3,1024,none,4,none,journal,none,cfq,500sas,456.75
File,ext3,2048,2048,none,none,journal,none,noop,500sas,457.0
File,ext3,4096,256,none,none,ordered,none,cfq,sata,457.0
File,ext3,2048,256,8,none,ordered,none,noop,sata,457.0
File,ext3,1024,none,none,none,none,none,noop,sata,457.11
File,ext3,2048,2048,4,none,journal,none,cfq,500sas,457.33
File,ext3,1024,512,none,noatime,journal,none,deadline,500sas,457.33
File,ext3,4096,128,8,none,ordered,none,cfq,sata,458.0
File,ext3,2048,256,16,noatime,ordered,none,deadline,sata,458.0
File,ext3,2048,128,16,noatime,none,none,deadline,sata,458.33
File,ext3,4096,4096,32,noatime,none,none,deadline,sata,458.33
File,ext3,2048,2048,8,none,journal,none,noop,500sas,458.33
File,ext3,1024,256,8,none,ordered,none,noop,sata,458.5
File,ext3,1024,none,8,noatime,ordered,none,cfq,sata,458.5
File,ext3,1024,256,4,none,ordered,none,noop,500sas,458.67
File,ext3,2048,512,4,none,none,none,noop,sata,459.0
File,ext3,4096,512,none,none,ordered,none,cfq,sata,459.33
File,ext3,2048,none,8,none,ordered,none,cfq,sata,459.33
File,ext3,4096,128,4,none,none,none,cfq,sata,459.33
File,ext3,2048,1024,none,none,journal,none,noop,500sas,459.33
File,ext3,2048,2048,4,none,journal,none,deadline,500sas,459.33
File,ext3,4096,512,none,noatime,none,none,cfq,sata,459.33
File,ext3,4096,4096,2,none,writeback,none,noop,sata,459.5
File,ext3,4096,512,8,noatime,ordered,none,cfq,sata,459.67
File,ext3,2048,none,4,none,none,none,noop,sata,459.67
File,ext2,2048,1024,8,noatime,none,none,deadline,sata,459.67
File,ext3,2048,none,none,noatime,ordered,none,noop,sata,459.67
File,ext3,2048,256,2,noatime,writeback,none,noop,sata,460.0
File,ext3,2048,256,8,none,none,none,noop,sata,460.0
File,ext3,2048,128,none,none,ordered,none,noop,sata,460.0
File,ext3,2048,128,8,none,ordered,none,cfq,sata,460.0
File,ext3,4096,4096,2,noatime,writeback,none,deadline,sata,460.12
File,ext3,4096,none,8,none,none,none,noop,sata,460.67
File,ext3,2048,2048,16,none,ordered,none,cfq,sata,460.67
File,ext3,2048,2048,none,none,none,none,noop,sata,460.67
File,ext3,4096,none,8,noatime,ordered,none,noop,sata,461.0
File,ext3,4096,128,4,noatime,none,none,cfq,sata,461.0
File,ext2,2048,512,2,noatime,none,none,deadline,sata,461.0
File,ext3,4096,512,16,none,none,none,cfq,sata,461.0
File,ext3,4096,4096,16,noatime,ordered,none,cfq,sata,461.0
File,ext3,2048,512,4,none,ordered,none,deadline,sata,461.33
File,ext3,4096,4096,32,none,ordered,none,cfq,sata,461.33
File,ext3,2048,512,2,none,journal,none,cfq,500sas,461.33
File,ext3,4096,2048,16,none,ordered,none,cfq,sata,461.67
File,ext3,1024,256,8,noatime,ordered,none,deadline,sata,461.75
File,ext3,2048,512,2,noatime,ordered,none,cfq,sata,461.88
File,ext3,4096,512,32,noatime,ordered,none,cfq,sata,462.0
File,ext3,2048,512,8,noatime,ordered,none,deadline,sata,462.0
File,ext3,4096,1024,8,noatime,ordered,none,cfq,sata,462.0
File,ext3,1024,512,2,noatime,none,none,cfq,500sas,462.0
File,ext3,4096,2048,32,none,none,none,cfq,sata,462.33
File,ext3,1024,256,4,noatime,none,none,deadline,500sas,462.33
File,ext3,4096,none,8,noatime,ordered,none,deadline,sata,462.33
File,ext3,1024,128,2,noatime,none,none,deadline,500sas,462.5
File,ext3,2048,none,8,none,none,none,noop,sata,462.67
File,ext3,1024,none,2,none,none,none,cfq,500sas,463.0
File,ext3,2048,128,2,noatime,journal,none,deadline,500sas,463.0
File,ext3,4096,256,16,noatime,none,none,cfq,sata,463.33
File,ext3,2048,1024,8,none,ordered,none,cfq,sata,463.67
File,ext3,2048,2048,4,none,none,none,deadline,sata,463.67
File,ext3,2048,1024,4,noatime,ordered,none,deadline,500sas,463.67
File,ext3,2048,2048,16,none,none,none,cfq,sata,464.0
File,ext3,2048,128,8,noatime,ordered,none,deadline,sata,464.0
File,ext3,1024,none,none,none,none,none,deadline,sata,464.0
File,ext3,4096,1024,16,none,none,none,cfq,sata,464.0
File,ext3,1024,512,2,none,none,none,cfq,500sas,464.0
File,ext3,2048,2048,16,none,journal,none,cfq,500sas,464.0
File,ext3,4096,128,8,noatime,none,none,cfq,sata,464.0
File,ext3,4096,2048,16,noatime,ordered,none,cfq,sata,464.33
File,ext3,4096,1024,32,none,ordered,none,cfq,sata,464.33
File,ext3,4096,4096,2,none,journal,none,cfq,500sas,464.33
File,ext3,1024,1024,none,none,ordered,none,deadline,500sas,464.33
File,ext3,4096,2048,32,noatime,ordered,none,cfq,sata,464.67
File,ext3,2048,2048,16,none,journal,none,noop,500sas,464.67
File,ext2,4096,2048,2,noatime,none,none,noop,sata,464.67
File,ext3,1024,1024,4,none,writeback,none,deadline,sata,465.12
File,ext3,2048,128,16,noatime,none,none,noop,sata,465.33
File,ext3,2048,2048,none,noatime,none,none,noop,sata,465.33
File,ext3,1024,none,2,none,ordered,none,cfq,500sas,465.5
File,ext3,4096,256,16,none,none,none,cfq,sata,465.67
File,ext3,2048,2048,16,noatime,none,none,deadline,sata,465.67
File,ext3,2048,1024,8,noatime,ordered,none,cfq,sata,465.67
File,ext3,4096,none,16,noatime,none,none,cfq,sata,465.67
File,ext3,2048,2048,none,none,journal,none,deadline,500sas,465.67
File,ext3,2048,128,8,noatime,ordered,none,noop,sata,466.0
File,ext3,4096,4096,none,none,none,none,cfq,sata,466.0
File,ext3,1024,512,2,noatime,writeback,none,cfq,sata,466.0
File,ext2,4096,4096,2,noatime,none,none,deadline,sata,466.0
File,ext3,2048,256,8,none,ordered,none,deadline,sata,466.0
File,ext3,2048,1024,2,noatime,writeback,none,noop,sata,466.12
File,ext3,2048,128,none,noatime,ordered,none,noop,sata,466.33
File,ext3,1024,512,none,none,journal,none,cfq,500sas,466.33
File,ext3,2048,256,4,none,ordered,none,deadline,sata,466.33
File,ext3,4096,2048,32,none,ordered,none,cfq,sata,466.33
File,ext3,2048,none,16,none,ordered,none,cfq,sata,466.67
File,ext3,2048,128,2,none,journal,none,cfq,500sas,466.67
File,ext3,4096,128,16,noatime,ordered,none,cfq,sata,466.67
File,ext3,1024,none,4,noatime,journal,none,noop,500sas,466.75
File,ext3,4096,4096,2,none,journal,none,noop,500sas,467.0
File,ext3,1024,128,8,noatime,ordered,none,cfq,sata,467.0
File,ext3,4096,1024,8,none,ordered,none,cfq,sata,467.0
File,ext3,4096,1024,8,none,none,none,cfq,sata,467.0
File,ext3,2048,256,2,none,journal,none,cfq,500sas,467.0
File,ext3,2048,128,4,noatime,ordered,none,noop,sata,467.33
File,ext3,4096,4096,none,noatime,none,none,cfq,sata,467.33
File,ext3,2048,1024,8,noatime,journal,none,cfq,500sas,467.67
File,ext3,2048,1024,none,noatime,none,none,cfq,sata,467.67
File,ext3,1024,256,8,none,journal,none,cfq,500sas,468.0
File,ext3,2048,2048,none,noatime,none,none,cfq,sata,468.0
File,ext3,1024,none,none,noatime,ordered,none,deadline,sata,468.22
File,ext3,1024,1024,8,none,journal,none,deadline,500sas,468.33
File,ext3,1024,none,8,noatime,ordered,none,deadline,sata,468.33
File,ext3,4096,512,none,none,none,none,cfq,sata,468.67
File,ext3,4096,none,none,noatime,none,none,deadline,sata,468.67
File,ext3,2048,2048,16,none,none,none,noop,sata,469.0
File,ext3,2048,256,16,none,none,none,cfq,sata,469.0
File,ext3,1024,512,8,noatime,journal,none,noop,500sas,469.0
File,ext2,2048,1024,4,noatime,none,none,deadline,sata,469.25
File,ext3,2048,2048,8,noatime,journal,none,cfq,500sas,469.33
File,ext3,4096,4096,none,noatime,ordered,none,cfq,sata,469.33
File,ext3,4096,4096,32,noatime,none,none,noop,sata,469.33
File,ext3,2048,128,8,noatime,none,none,noop,sata,469.33
File,ext3,2048,none,2,noatime,journal,none,noop,500sas,469.33
File,ext3,2048,none,8,none,none,none,cfq,sata,469.33
File,ext3,2048,2048,4,noatime,ordered,none,cfq,sata,469.5
File,ext3,2048,128,2,none,journal,none,deadline,500sas,469.67
File,ext3,2048,1024,8,noatime,journal,none,noop,500sas,469.75
File,ext3,4096,2048,none,noatime,ordered,none,cfq,sata,470.0
File,ext3,2048,2048,none,noatime,ordered,none,noop,sata,470.0
File,ext2,2048,2048,2,none,none,none,deadline,sata,470.5
File,ext3,4096,4096,2,noatime,journal,none,cfq,500sas,470.67
File,ext3,2048,2048,8,none,journal,none,cfq,500sas,470.67
File,ext3,2048,256,4,none,ordered,none,cfq,sata,470.75
File,ext3,2048,none,2,noatime,journal,none,cfq,500sas,471.0
File,ext3,4096,1024,16,noatime,ordered,none,cfq,sata,471.0
File,ext3,2048,none,16,none,ordered,none,deadline,sata,471.0
File,ext3,2048,2048,8,noatime,ordered,none,cfq,sata,471.0
File,ext3,1024,1024,4,noatime,none,none,cfq,500sas,471.0
File,ext3,1024,none,4,noatime,ordered,none,deadline,500sas,471.0
File,ext3,4096,256,16,noatime,ordered,none,cfq,sata,471.33
File,ext3,4096,512,32,none,none,none,cfq,sata,471.33
File,ext3,2048,512,2,noatime,journal,none,noop,500sas,471.33
File,ext3,2048,128,8,none,ordered,none,noop,sata,471.67
File,ext3,4096,512,16,noatime,ordered,none,cfq,sata,471.67
File,ext3,2048,none,4,none,ordered,none,noop,sata,471.75
File,ext3,2048,none,none,none,ordered,none,noop,sata,472.0
File,ext3,2048,1024,16,none,ordered,none,cfq,sata,472.0
File,ext3,1024,none,8,none,none,none,noop,sata,472.11
File,ext3,2048,none,none,none,none,none,deadline,sata,472.33
File,ext3,4096,512,16,none,ordered,none,noop,sata,472.33
File,ext3,2048,128,4,none,none,none,cfq,sata,472.33
File,ext3,1024,256,none,noatime,journal,none,deadline,500sas,473.0
File,ext3,2048,128,2,noatime,journal,none,noop,500sas,473.0
File,ext3,1024,512,4,noatime,none,none,noop,500sas,473.33
File,ext2,2048,1024,2,none,none,none,deadline,sata,473.38
File,ext3,1024,256,4,none,none,none,deadline,500sas,473.67
File,ext3,4096,512,16,noatime,none,none,cfq,sata,473.67
File,ext3,2048,256,8,noatime,none,none,cfq,sata,473.67
File,ext3,1024,512,8,none,journal,none,deadline,500sas,473.67
File,ext3,1024,512,8,noatime,journal,none,deadline,500sas,474.0
File,ext3,2048,2048,16,noatime,ordered,none,cfq,sata,474.0
File,ext3,1024,128,2,none,ordered,none,deadline,500sas,474.25
File,ext3,1024,128,2,noatime,ordered,none,cfq,500sas,474.25
File,ext3,4096,512,none,noatime,ordered,none,cfq,sata,474.33
File,ext3,4096,2048,16,none,none,none,cfq,sata,474.33
File,ext3,4096,256,16,none,none,none,noop,sata,474.67
File,ext3,2048,none,2,noatime,journal,none,deadline,500sas,474.67
File,ext3,2048,none,4,noatime,ordered,none,noop,sata,474.67
File,ext3,1024,1024,4,noatime,writeback,none,noop,sata,474.78
File,ext3,1024,none,4,noatime,none,none,deadline,500sas,475.0
File,ext3,4096,256,none,noatime,ordered,none,cfq,sata,475.0
File,ext3,1024,512,4,none,writeback,none,noop,sata,475.0
File,ext3,1024,256,2,noatime,none,none,cfq,500sas,475.0
File,ext2,2048,128,2,noatime,none,none,noop,sata,475.33
File,ext3,2048,512,2,none,journal,none,deadline,500sas,475.33
File,ext3,2048,512,4,noatime,ordered,none,deadline,sata,475.33
File,ext3,4096,2048,none,none,ordered,none,cfq,sata,475.67
File,ext3,4096,1024,none,noatime,ordered,none,cfq,sata,475.67
File,ext3,2048,2048,16,noatime,none,none,cfq,sata,476.0
File,ext3,4096,4096,32,none,none,none,cfq,sata,476.0
File,ext3,2048,512,2,noatime,journal,none,cfq,500sas,476.0
File,ext3,4096,4096,none,none,ordered,none,cfq,sata,476.33
File,ext3,1024,256,8,noatime,ordered,none,noop,sata,476.38
File,ext3,2048,2048,2,noatime,writeback,none,deadline,sata,476.67
File,ext3,2048,none,16,none,none,none,cfq,sata,476.67
File,ext3,2048,512,2,noatime,journal,none,deadline,500sas,476.67
File,ext2,2048,2048,2,none,none,none,noop,sata,476.75
File,ext3,1024,none,none,none,journal,none,cfq,500sas,476.75
File,ext3,1024,none,2,noatime,none,none,cfq,500sas,477.0
File,ext3,1024,256,8,noatime,journal,none,cfq,500sas,477.33
File,ext3,1024,1024,4,none,none,none,cfq,500sas,477.33
File,ext3,1024,1024,4,none,ordered,none,cfq,500sas,477.33
File,ext3,2048,2048,16,none,journal,none,deadline,500sas,477.33
File,ext3,2048,none,16,noatime,ordered,none,deadline,sata,477.44
File,ext3,2048,128,8,none,none,none,deadline,sata,477.67
File,ext3,1024,512,none,noatime,journal,none,cfq,500sas,477.67
File,ext3,4096,4096,2,none,journal,none,deadline,500sas,478.0
File,ext3,4096,4096,2,noatime,journal,none,deadline,500sas,478.0
File,ext2,2048,128,2,none,none,none,deadline,sata,478.12
File,ext3,2048,128,none,noatime,none,none,noop,sata,478.33
File,ext3,1024,1024,none,noatime,ordered,none,deadline,500sas,478.67
File,ext3,2048,2048,8,noatime,journal,none,deadline,500sas,478.67
File,ext3,2048,256,none,noatime,ordered,none,cfq,sata,479.0
File,ext3,1024,512,8,none,journal,none,noop,500sas,479.0
File,ext3,2048,128,16,noatime,ordered,none,cfq,sata,479.33
File,ext3,2048,1024,16,none,journal,none,cfq,500sas,479.33
File,ext3,4096,1024,8,noatime,none,none,cfq,sata,479.67
File,ext3,2048,2048,none,noatime,journal,none,cfq,500sas,479.67
File,ext3,4096,1024,16,noatime,none,none,noop,sata,479.67
File,ext3,4096,128,16,none,none,none,cfq,sata,480.0
File,ext3,2048,256,2,noatime,journal,none,cfq,500sas,480.0
File,ext3,1024,none,none,none,ordered,none,noop,sata,480.0
File,ext3,1024,none,8,none,journal,none,deadline,500sas,480.3
File,ext3,2048,2048,8,noatime,journal,none,noop,500sas,480.33
File,ext3,1024,256,4,noatime,writeback,none,noop,sata,480.33
File,ext3,1024,128,8,noatime,none,none,cfq,sata,480.33
File,ext3,4096,256,none,noatime,none,none,cfq,sata,480.33
File,ext3,2048,2048,16,noatime,ordered,none,deadline,sata,480.67
File,ext3,1024,none,none,noatime,none,none,deadline,sata,480.75
File,ext3,1024,none,8,noatime,none,none,noop,sata,480.75
File,ext3,4096,128,none,none,ordered,none,cfq,sata,481.0
File,ext3,1024,none,none,noatime,journal,none,cfq,500sas,481.0
File,ext2,2048,1024,2,noatime,none,none,deadline,sata,481.12
File,ext3,2048,128,16,none,none,none,cfq,sata,481.33
File,ext3,4096,2048,none,none,none,none,cfq,sata,481.33
File,ext3,4096,128,16,noatime,none,none,noop,sata,481.33
File,ext3,4096,2048,16,noatime,none,none,cfq,sata,481.33
File,ext2,2048,1024,2,noatime,none,none,noop,sata,481.33
File,ext3,4096,256,16,noatime,none,none,noop,sata,481.67
File,ext3,1024,1024,none,none,none,none,deadline,500sas,481.67
File,ext3,2048,256,8,noatime,ordered,none,cfq,sata,481.67
File,ext3,1024,512,none,none,journal,none,deadline,500sas,482.0
File,ext3,1024,none,4,none,none,none,deadline,500sas,482.0
File,ext3,2048,1024,none,noatime,journal,none,noop,500sas,482.33
File,ext3,1024,512,4,none,ordered,none,deadline,500sas,482.67
File,ext3,4096,512,4,noatime,ordered,none,cfq,sata,482.67
File,ext3,1024,512,8,noatime,journal,none,cfq,500sas,483.0
File,ext3,2048,512,4,noatime,ordered,none,cfq,sata,483.0
File,ext3,4096,256,16,none,none,none,deadline,sata,483.0
File,ext2,2048,256,2,none,none,none,deadline,sata,483.25
File,ext2,2048,128,2,none,none,none,noop,sata,483.62
File,ext3,2048,none,8,noatime,none,none,cfq,sata,483.67
File,ext3,1024,512,8,none,journal,none,cfq,500sas,483.67
File,ext3,2048,128,2,none,none,none,cfq,sata,484.0
File,ext3,4096,512,32,none,ordered,none,cfq,sata,484.0
File,ext3,2048,256,4,noatime,none,none,cfq,sata,484.0
File,ext3,4096,4096,2,none,writeback,none,deadline,sata,484.0
File,ext3,4096,1024,16,none,none,none,deadline,sata,484.0
File,ext3,1024,none,4,none,none,none,noop,500sas,484.25
File,ext3,1024,512,4,none,ordered,none,noop,500sas,484.33
File,ext3,2048,512,4,none,ordered,none,cfq,sata,484.33
File,ext3,1024,128,4,none,ordered,none,noop,500sas,484.5
File,ext3,4096,2048,none,noatime,none,none,cfq,sata,484.67
File,ext3,4096,none,none,none,ordered,none,cfq,sata,484.67
